Claim_ID,Age,Annual_Income,Policy_Tenure_Years,Claim_Amount,Number_of_Previous_Claims,Days_to_Report,Policy_Premium,Vehicle_Age,Num_Policy_Changes,Hospitalization_Days,Claim_History,Claim_Type,Incident_Type,Policy_Type,Documentation_Complete,Fraud
CLM042824,26,109943,0.4,165231,4,25,43989,14,0,6,Clean,Vehicle,Theft,Basic,No,1
CLM042825,60,119583,17.9,197684,0,47,18138,17,2,27,Clean,Life,Loss,Basic,Yes,1
CLM042826,46,203516,5.5,126381,1,24,2323,8,2,14,Clean,Travel,Loss,Standard,Yes,1
CLM042827,24,138056,13.5,103557,1,45,13944,5,0,19,Frequent,Life,Medical,Standard,Yes,0
CLM042828,68,37004,10.0,187780,2,46,13671,17,0,22,Minor,Travel,Loss,Standard,Yes,1
CLM042829,48,206635,6.0,169563,3,16,31980,4,0,24,Frequent,Travel,Medical,Standard,No,1
CLM042830,31,218269,6.5,173368,3,26,6588,14,2,12,Clean,Travel,Damage,Basic,No,0
CLM042831,42,62323,8.2,264874,3,56,8466,11,2,6,Minor,Property,Accident,Standard,Yes,1
CLM042832,71,49218,2.6,149954,0,54,19878,18,0,4,Clean,Life,Loss,Standard,Yes,1
CLM042833,71,201135,18.8,202384,4,43,4724,10,0,24,Frequent,Life,Medical,Basic,Yes,1
CLM042834,39,166041,16.4,83963,0,50,21344,0,1,1,Frequent,Life,Damage,Basic,Yes,1
CLM042835,61,176021,17.8,111725,0,33,5479,6,2,13,Clean,Life,Medical,Standard,No,1
CLM042836,52,40961,14.5,216208,1,14,36823,2,0,19,Minor,Property,Damage,Premium,No,0
CLM042837,62,34452,16.4,239384,1,57,11622,13,2,29,Minor,Property,Loss,Standard,Yes,1
CLM042838,79,118354,18.3,291885,0,49,18918,6,0,26,Clean,Vehicle,Damage,Standard,No,1
CLM042839,35,228314,5.1,204282,0,33,37495,19,0,11,Frequent,Vehicle,Theft,Basic,Yes,1
CLM042840,72,70447,2.0,56678,2,16,35571,14,1,12,Frequent,Travel,Loss,Basic,Yes,0
CLM042841,19,235723,3.6,192873,2,19,17062,11,1,27,Clean,Health,Theft,Standard,Yes,0
CLM042842,78,110223,17.1,160680,1,22,11727,0,3,28,Clean,Health,Damage,Standard,Yes,1
CLM042843,55,71627,0.8,169076,0,18,39950,13,0,4,Clean,Vehicle,Theft,Basic,Yes,0
CLM042844,47,47272,3.7,240519,3,29,31139,13,1,7,Clean,Vehicle,Damage,Basic,Yes,0
CLM042845,52,159619,4.3,123003,1,20,18530,19,0,3,Frequent,Health,Loss,Premium,Yes,0
CLM042846,67,128101,7.3,49809,1,10,25422,17,3,11,Clean,Health,Medical,Basic,Yes,0
CLM042847,63,148756,10.8,270535,1,13,18662,12,3,19,Minor,Property,Accident,Standard,Yes,1
CLM042848,74,226712,3.5,54781,1,34,35628,7,1,22,Minor,Health,Accident,Basic,Yes,0
CLM042849,26,214573,2.5,127703,1,25,43450,11,0,27,Minor,Life,Loss,Standard,Yes,1
CLM042850,29,231216,19.4,32127,0,2,26178,1,2,13,Clean,Life,Theft,Standard,Yes,1
CLM042851,66,190662,9.2,238171,0,60,1510,19,1,23,Frequent,Vehicle,Loss,Premium,Yes,1
CLM042852,39,68841,13.0,80461,1,21,44699,6,1,7,Clean,Vehicle,Accident,Premium,Yes,0
CLM042853,54,77999,0.3,149331,2,44,48719,9,2,7,Clean,Health,Medical,Basic,Yes,1
CLM042854,45,181713,19.2,65035,2,19,49840,18,2,21,Clean,Travel,Theft,Basic,Yes,0
CLM042855,68,18511,17.9,237524,1,47,10665,0,0,16,Clean,Health,Medical,Basic,Yes,1
CLM042856,19,232168,3.6,229883,1,12,2639,15,1,8,Frequent,Vehicle,Accident,Standard,Yes,0
CLM042857,29,180560,18.1,34856,2,21,49937,17,0,10,Minor,Health,Accident,Premium,Yes,1
CLM042858,79,137684,8.6,75542,1,44,17968,11,1,1,Minor,Travel,Medical,Premium,Yes,0
CLM042859,53,15320,15.9,163235,2,0,7366,5,0,4,Minor,Vehicle,Accident,Standard,Yes,0
CLM042860,27,215851,4.6,65451,0,19,22766,17,3,28,Clean,Life,Accident,Premium,Yes,1
CLM042861,72,222060,10.8,88292,2,31,25504,6,0,11,Minor,Travel,Accident,Standard,No,1
CLM042862,22,156457,17.1,232909,1,41,24698,11,1,24,Minor,Vehicle,Accident,Basic,Yes,1
CLM042863,38,194707,11.8,271130,1,36,45280,12,1,8,Clean,Vehicle,Damage,Premium,Yes,1
CLM042864,58,123028,13.2,151540,1,1,42259,9,3,11,Minor,Life,Accident,Standard,Yes,0
CLM042865,34,232162,17.8,44110,0,23,18558,1,0,25,Clean,Vehicle,Loss,Standard,Yes,0
CLM042866,57,118964,11.1,12872,0,50,41010,15,0,4,Clean,Travel,Accident,Standard,Yes,0
CLM042867,36,146829,8.1,43831,2,54,48038,4,0,2,Clean,Life,Accident,Basic,Yes,1
CLM042868,58,217189,13.5,17065,0,48,34625,4,1,29,Clean,Travel,Loss,Standard,Yes,1
CLM042869,41,184678,11.3,167409,2,42,45324,8,0,0,Clean,Life,Loss,Standard,Yes,1
CLM042870,64,172543,3.0,244069,2,25,34245,2,1,27,Clean,Vehicle,Accident,Standard,Yes,0
CLM042871,53,202120,4.4,167929,3,10,28476,2,0,2,Minor,Travel,Accident,Standard,Yes,1
CLM042872,43,145585,13.1,228261,2,29,4405,6,0,18,Minor,Life,Loss,Premium,Yes,1
CLM042873,38,177594,7.2,130432,2,30,37688,6,1,7,Clean,Health,Damage,Standard,Yes,1
CLM042874,23,211250,4.2,162116,5,36,7130,15,0,27,Frequent,Life,Accident,Standard,No,1
CLM042875,65,199062,0.4,53546,6,26,20847,2,1,28,Clean,Travel,Theft,Basic,Yes,1
CLM042876,68,176122,14.3,290615,1,1,2860,16,0,3,Minor,Property,Loss,Basic,Yes,0
CLM042877,75,122227,7.7,114591,2,52,46339,0,3,27,Clean,Travel,Loss,Premium,Yes,1
CLM042878,69,243354,3.3,176808,0,45,38941,11,1,15,Clean,Life,Medical,Standard,Yes,1
CLM042879,69,147964,1.9,105399,1,3,4528,11,0,29,Clean,Health,Medical,Standard,Yes,0
CLM042880,72,184591,7.2,89857,2,29,10530,15,2,16,Clean,Life,Damage,Premium,Yes,1
CLM042881,60,27544,17.0,84479,1,33,35704,15,0,14,Minor,Life,Medical,Basic,Yes,0
CLM042882,47,233567,18.2,219614,2,57,42839,6,1,12,Clean,Travel,Loss,Basic,Yes,1
CLM042883,36,71314,12.8,141026,2,44,32587,14,1,13,Clean,Life,Accident,Standard,Yes,1
CLM042884,22,170195,12.9,281134,0,24,37550,9,2,2,Clean,Health,Accident,Standard,Yes,0
CLM042885,38,143225,7.9,288499,1,10,39291,8,2,2,Frequent,Health,Loss,Premium,Yes,0
CLM042886,24,158007,12.8,251942,2,39,29884,4,2,13,Minor,Health,Medical,Basic,Yes,1
CLM042887,36,192694,9.4,70108,1,44,8798,10,1,5,Clean,Life,Medical,Premium,Yes,1
CLM042888,19,230019,19.6,64574,0,21,23695,7,3,18,Minor,Health,Theft,Standard,Yes,1
CLM042889,31,48020,8.3,270201,1,45,36536,11,2,20,Clean,Health,Medical,Standard,Yes,1
CLM042890,47,150321,12.8,199022,1,27,11099,4,3,18,Clean,Travel,Medical,Basic,Yes,1
CLM042891,57,110903,12.9,129679,2,16,22082,4,1,1,Clean,Life,Medical,Standard,Yes,0
CLM042892,35,144489,5.8,186530,1,7,21822,11,0,23,Clean,Property,Medical,Basic,Yes,0
CLM042893,65,206437,15.3,187337,0,56,3547,17,3,16,Frequent,Travel,Damage,Standard,Yes,1
CLM042894,74,154229,18.0,189055,3,9,41062,11,2,0,Clean,Vehicle,Accident,Standard,Yes,1
CLM042895,22,231315,2.5,2923,2,39,39614,14,0,29,Minor,Health,Theft,Basic,Yes,0
CLM042896,19,204408,17.3,169548,3,38,31125,8,0,20,Clean,Travel,Damage,Standard,Yes,1
CLM042897,76,190592,16.0,178231,1,54,16084,1,0,9,Minor,Property,Loss,Basic,Yes,0
CLM042898,54,54398,4.0,179783,1,38,43506,6,1,13,Minor,Travel,Accident,Basic,Yes,0
CLM042899,44,131866,13.4,85479,0,49,27854,1,0,20,Frequent,Life,Theft,Premium,Yes,1
CLM042900,49,200293,10.7,112659,0,55,17482,13,2,13,Clean,Property,Loss,Basic,Yes,1
CLM042901,77,245495,2.3,42562,1,12,47477,15,0,30,Clean,Travel,Loss,Basic,Yes,0
CLM042902,41,163899,18.6,283050,0,14,27114,5,1,28,Minor,Property,Theft,Basic,Yes,1
CLM042903,38,46026,13.3,68086,2,46,40738,16,1,29,Minor,Travel,Accident,Basic,Yes,1
CLM042904,79,244066,0.9,83979,0,15,31534,5,2,18,Minor,Travel,Damage,Standard,Yes,0
CLM042905,50,163903,2.6,295629,1,38,48276,5,4,21,Frequent,Life,Theft,Standard,Yes,1
CLM042906,64,36593,6.5,94191,1,42,6822,4,0,1,Clean,Health,Damage,Basic,Yes,0
CLM042907,48,156778,8.5,173892,1,10,8232,1,1,13,Clean,Health,Loss,Premium,Yes,0
CLM042908,72,90997,9.3,63582,2,34,43606,6,2,14,Minor,Property,Medical,Standard,Yes,1
CLM042909,65,213900,14.7,160558,3,37,30902,6,2,11,Clean,Travel,Damage,Basic,No,1
CLM042910,21,98822,2.7,95126,0,58,8426,11,0,11,Clean,Travel,Damage,Basic,Yes,1
CLM042911,27,105393,17.1,146219,1,42,6555,4,0,3,Clean,Life,Damage,Standard,Yes,1
CLM042912,38,222445,14.7,70827,2,39,36974,4,4,23,Frequent,Health,Theft,Standard,Yes,1
CLM042913,41,223115,1.1,248623,2,51,34364,15,2,15,Minor,Property,Medical,Standard,No,1
CLM042914,46,106032,11.0,123175,0,41,19519,4,1,2,Clean,Travel,Accident,Basic,Yes,1
CLM042915,78,97315,1.4,145032,1,50,34923,6,0,25,Clean,Property,Damage,Basic,No,0
CLM042916,48,220521,3.4,225057,0,51,13179,7,0,21,Clean,Vehicle,Medical,Standard,Yes,1
CLM042917,22,244620,8.0,71718,0,4,19624,6,1,8,Minor,Life,Theft,Basic,Yes,0
CLM042918,62,76889,6.9,12269,1,46,35672,3,0,10,Minor,Health,Medical,Premium,Yes,0
CLM042919,57,46194,5.0,240705,2,1,34180,15,1,9,Minor,Life,Accident,Premium,Yes,1
CLM042920,69,202367,9.6,58891,2,20,29257,11,1,19,Minor,Vehicle,Accident,Standard,Yes,1
CLM042921,45,92774,2.6,171984,1,45,45855,16,0,19,Clean,Property,Medical,Basic,Yes,0
CLM042922,35,197270,0.8,141718,0,14,27012,18,2,20,Clean,Vehicle,Medical,Premium,Yes,0
CLM042923,43,133786,10.8,17107,1,8,43191,4,1,3,Frequent,Travel,Theft,Standard,Yes,0
CLM042924,73,233005,8.2,113249,3,51,46829,8,2,12,Clean,Life,Accident,Standard,Yes,1
CLM042925,43,104976,10.6,260815,2,41,9346,1,1,26,Frequent,Health,Theft,Basic,Yes,1
CLM042926,33,100032,14.8,124583,0,2,27641,17,1,25,Clean,Travel,Accident,Basic,Yes,0
CLM042927,52,184827,6.0,199093,1,28,16962,10,0,30,Frequent,Health,Loss,Basic,Yes,0
CLM042928,50,53146,6.8,73181,1,49,36563,9,2,25,Minor,Travel,Damage,Premium,Yes,1
CLM042929,42,192235,14.6,277248,0,10,47587,0,0,9,Minor,Vehicle,Damage,Standard,Yes,0
CLM042930,29,81726,12.0,109862,3,19,40038,18,1,2,Minor,Travel,Medical,Premium,Yes,0
CLM042931,61,28399,9.8,137277,1,41,31882,7,1,2,Minor,Vehicle,Loss,Premium,Yes,1
CLM042932,64,185139,19.5,128155,0,54,14794,15,2,30,Minor,Property,Loss,Premium,Yes,1
CLM042933,22,110638,14.5,119375,1,15,15736,13,3,24,Clean,Property,Accident,Standard,Yes,0
CLM042934,39,32447,1.3,177353,2,46,34518,3,0,27,Minor,Property,Loss,Standard,No,0
CLM042935,68,199939,4.6,101503,0,9,15580,0,1,4,Clean,Property,Medical,Premium,Yes,0
CLM042936,22,170391,7.2,162644,3,52,34962,18,1,25,Clean,Vehicle,Damage,Premium,Yes,0
CLM042937,77,100254,2.2,182969,1,6,34889,17,2,19,Clean,Health,Theft,Standard,Yes,0
CLM042938,29,121594,8.2,105677,2,31,18636,6,1,26,Clean,Vehicle,Accident,Premium,No,0
CLM042939,77,134741,17.6,12414,0,39,43348,3,0,18,Minor,Health,Medical,Standard,Yes,1
CLM042940,21,38730,18.2,290082,3,26,7869,12,1,17,Clean,Health,Damage,Premium,Yes,1
CLM042941,23,241987,1.3,292178,2,18,23289,19,2,3,Frequent,Travel,Theft,Premium,Yes,1
CLM042942,28,95104,13.4,299060,1,48,965,14,0,1,Clean,Property,Damage,Standard,Yes,0
CLM042943,21,16518,7.1,106367,2,20,35576,1,2,8,Minor,Vehicle,Loss,Premium,No,1
CLM042944,18,72620,19.6,185830,3,14,14583,12,3,6,Minor,Health,Damage,Premium,Yes,0
CLM042945,61,237889,10.2,193156,2,12,17779,17,4,28,Minor,Property,Accident,Premium,Yes,1
CLM042946,78,39838,10.3,58699,2,16,3425,13,0,17,Clean,Vehicle,Theft,Standard,Yes,0
CLM042947,23,165847,6.4,8076,1,16,16817,18,0,15,Clean,Property,Accident,Standard,Yes,0
CLM042948,33,52195,1.5,290341,2,60,14220,1,4,21,Frequent,Property,Loss,Standard,Yes,1
CLM042949,64,136323,4.0,233625,0,4,34319,18,4,23,Clean,Travel,Loss,Standard,Yes,0
CLM042950,73,146894,9.1,97494,2,23,25814,5,1,25,Clean,Property,Loss,Premium,Yes,1
CLM042951,58,60406,6.7,280738,0,59,19906,9,0,24,Clean,Health,Medical,Basic,Yes,1
CLM042952,20,148345,15.9,119025,1,11,9001,8,0,7,Clean,Travel,Damage,Standard,Yes,0
CLM042953,24,29729,3.7,11035,1,39,20101,7,1,4,Minor,Life,Damage,Basic,Yes,0
CLM042954,25,221892,10.0,84626,2,59,11996,5,0,21,Clean,Health,Medical,Standard,Yes,1
CLM042955,49,166963,19.6,213387,0,41,45465,2,1,14,Clean,Property,Loss,Standard,Yes,1
CLM042956,66,41528,11.7,164491,2,38,28193,15,1,3,Minor,Travel,Accident,Standard,Yes,1
CLM042957,66,160438,1.1,239670,1,4,7573,12,1,1,Clean,Property,Accident,Standard,Yes,0
CLM042958,63,137532,2.2,190216,0,15,30105,15,1,25,Clean,Vehicle,Theft,Standard,Yes,0
CLM042959,61,162531,11.1,34649,0,36,18464,18,2,14,Frequent,Life,Loss,Basic,Yes,0
CLM042960,53,76500,1.6,77015,0,35,37489,15,0,4,Minor,Property,Medical,Basic,Yes,0
CLM042961,38,63283,13.3,221395,0,36,510,8,0,14,Clean,Life,Damage,Standard,Yes,0
CLM042962,68,33715,14.9,286201,1,23,26984,18,1,12,Minor,Vehicle,Loss,Premium,Yes,1
CLM042963,35,211373,3.3,234461,1,6,34071,5,1,27,Clean,Life,Medical,Standard,Yes,1
CLM042964,61,163676,7.6,216208,1,8,47138,17,1,5,Clean,Vehicle,Medical,Standard,Yes,1
CLM042965,48,190102,12.6,233261,0,35,5662,2,2,12,Clean,Vehicle,Accident,Standard,Yes,0
CLM042966,69,59690,19.4,194300,0,17,10668,9,1,6,Minor,Travel,Medical,Basic,Yes,1
CLM042967,21,202732,18.1,111902,2,30,32576,13,1,8,Minor,Health,Medical,Basic,Yes,1
CLM042968,26,203878,9.0,261046,2,45,14523,0,2,9,Clean,Vehicle,Medical,Basic,Yes,1
CLM042969,52,18704,7.7,278856,1,8,17405,6,0,12,Minor,Property,Medical,Standard,No,0
CLM042970,25,228886,1.4,75495,2,46,25591,0,0,17,Clean,Life,Loss,Standard,Yes,0
CLM042971,31,30710,18.5,257612,2,19,37623,16,1,24,Clean,Vehicle,Damage,Basic,Yes,1
CLM042972,56,193595,9.6,213797,1,46,21096,4,2,22,Clean,Health,Damage,Basic,Yes,1
CLM042973,51,61275,4.7,297645,1,24,36208,5,1,13,Clean,Life,Medical,Standard,Yes,1
CLM042974,37,71373,2.2,226437,1,17,44114,19,0,11,Clean,Life,Loss,Basic,Yes,0
CLM042975,50,194261,4.2,12622,1,18,34580,1,0,25,Clean,Travel,Damage,Standard,No,0
CLM042976,69,235378,8.3,298247,2,37,46092,7,2,6,Minor,Property,Medical,Basic,Yes,1
CLM042977,51,190624,17.9,227320,2,23,45542,18,3,27,Clean,Life,Medical,Standard,Yes,0
CLM042978,30,192311,19.0,192447,0,41,17055,6,4,12,Clean,Property,Loss,Basic,Yes,1
CLM042979,79,94776,19.3,201501,0,11,39563,5,0,7,Clean,Property,Accident,Basic,Yes,0
CLM042980,44,217517,12.8,111142,1,37,16028,5,0,10,Clean,Property,Damage,Standard,Yes,1
CLM042981,74,146238,19.8,176318,0,46,23096,2,1,22,Clean,Health,Theft,Standard,Yes,0
CLM042982,41,235227,9.7,117966,2,37,10776,13,0,13,Minor,Vehicle,Medical,Standard,Yes,1
CLM042983,49,96893,11.9,88219,1,32,44023,12,1,7,Clean,Life,Medical,Standard,Yes,1
CLM042984,22,188958,13.3,83129,0,33,28127,19,1,27,Minor,Health,Damage,Basic,Yes,0
CLM042985,41,109130,13.5,217033,2,55,38622,16,2,15,Minor,Vehicle,Accident,Premium,No,1
CLM042986,33,241405,16.3,122705,2,36,27967,15,1,9,Clean,Vehicle,Accident,Standard,Yes,0
CLM042987,19,115271,10.6,164050,2,51,13580,8,0,25,Minor,Property,Theft,Basic,Yes,1
CLM042988,35,23595,8.0,230850,1,24,8064,4,0,23,Clean,Property,Theft,Standard,Yes,0
CLM042989,24,23123,17.2,208434,1,7,38015,16,1,8,Clean,Property,Theft,Premium,Yes,0
CLM042990,28,199483,19.5,103114,0,45,30719,13,1,10,Frequent,Health,Loss,Standard,Yes,1
CLM042991,23,188277,9.0,248376,0,5,7033,0,1,27,Clean,Health,Damage,Standard,Yes,1
CLM042992,52,160586,0.8,215344,1,9,33673,4,0,18,Clean,Travel,Theft,Premium,Yes,0
CLM042993,42,45395,6.1,37162,1,33,19520,11,2,25,Clean,Travel,Loss,Standard,Yes,0
CLM042994,63,37380,13.6,132182,2,58,32335,17,0,10,Clean,Property,Loss,Standard,No,1
CLM042995,24,110836,15.4,121569,0,36,6468,4,0,10,Frequent,Health,Damage,Premium,No,1
CLM042996,48,176197,4.0,68570,0,55,12088,7,0,23,Minor,Health,Damage,Basic,Yes,1
CLM042997,43,211595,5.1,145048,3,46,20040,11,2,1,Clean,Property,Medical,Standard,No,1
CLM042998,22,120200,3.0,184282,2,31,12393,19,3,18,Clean,Life,Damage,Standard,Yes,0
CLM042999,38,196556,11.7,278240,2,56,48762,16,2,0,Clean,Life,Theft,Basic,Yes,1
CLM043000,19,92109,13.4,17742,0,12,44808,17,2,28,Clean,Property,Loss,Basic,Yes,0
CLM043001,38,173181,4.7,80606,2,19,28685,8,0,12,Minor,Property,Loss,Standard,No,0
CLM043002,22,169111,5.8,195511,0,22,12787,17,2,12,Minor,Vehicle,Loss,Standard,Yes,1
CLM043003,37,106838,5.1,37620,0,55,40476,10,0,30,Clean,Travel,Theft,Basic,Yes,0
CLM043004,68,67440,5.5,212009,1,37,5383,2,0,8,Clean,Life,Loss,Premium,No,1
CLM043005,75,79222,8.8,167753,1,57,43553,19,1,27,Minor,Life,Accident,Standard,Yes,0
CLM043006,77,230565,1.1,59119,1,59,2381,0,0,24,Minor,Vehicle,Loss,Basic,Yes,1
CLM043007,46,138067,0.4,171387,2,57,6010,15,2,0,Minor,Vehicle,Medical,Standard,Yes,1
CLM043008,62,58333,9.5,258806,1,41,45725,0,1,15,Clean,Life,Loss,Premium,Yes,1
CLM043009,66,77651,4.8,291852,1,35,34280,19,4,26,Clean,Life,Theft,Standard,Yes,1
CLM043010,34,196213,3.1,232105,1,9,46799,3,1,18,Clean,Vehicle,Damage,Premium,Yes,1
CLM043011,27,209647,18.9,226569,0,24,3148,11,1,28,Minor,Vehicle,Theft,Premium,Yes,0
CLM043012,65,217772,17.5,22419,1,55,21667,12,2,5,Clean,Vehicle,Damage,Standard,No,0
CLM043013,28,102333,12.0,268149,1,7,8869,5,0,28,Minor,Life,Medical,Standard,Yes,0
CLM043014,58,20040,4.8,289098,0,7,40685,10,0,6,Clean,Vehicle,Accident,Premium,Yes,0
CLM043015,51,55180,8.2,294356,1,47,13493,11,0,16,Clean,Vehicle,Medical,Standard,Yes,1
CLM043016,21,86608,15.2,58680,1,11,9577,11,1,25,Minor,Property,Damage,Basic,No,1
CLM043017,42,99729,3.1,34512,1,25,25472,14,0,25,Clean,Life,Damage,Basic,Yes,1
CLM043018,44,123117,7.8,186091,1,21,18843,3,1,26,Frequent,Life,Theft,Basic,Yes,1
CLM043019,32,106307,8.4,108204,1,5,35966,16,0,7,Frequent,Health,Accident,Premium,Yes,1
CLM043020,66,161498,17.1,189792,4,50,32917,16,0,14,Minor,Health,Theft,Basic,Yes,1
CLM043021,30,193951,10.1,95680,1,44,8581,9,0,16,Clean,Health,Loss,Premium,Yes,1
CLM043022,68,183659,3.0,143886,0,11,3417,6,0,16,Clean,Vehicle,Accident,Basic,No,0
CLM043023,60,125968,14.6,262916,1,56,46430,0,0,16,Clean,Health,Damage,Basic,No,1
CLM043024,41,238373,16.3,25662,0,6,42704,2,1,16,Minor,Travel,Theft,Premium,Yes,0
CLM043025,46,175166,4.8,56856,1,50,7576,2,1,4,Minor,Health,Damage,Standard,No,1
CLM043026,59,129568,19.8,39264,1,42,36849,5,0,10,Minor,Travel,Medical,Basic,Yes,1
CLM043027,47,100691,4.7,46218,1,58,8575,8,0,4,Clean,Vehicle,Damage,Basic,Yes,1
CLM043028,47,118245,2.1,224804,1,45,25658,0,3,28,Clean,Life,Loss,Premium,No,1
CLM043029,25,24829,4.0,45403,2,52,35133,1,0,21,Clean,Property,Loss,Basic,Yes,1
CLM043030,23,106060,13.1,195301,1,2,32288,16,0,4,Clean,Life,Theft,Standard,Yes,0
CLM043031,35,96898,17.0,221744,0,7,25042,14,0,4,Clean,Travel,Medical,Standard,No,1
CLM043032,32,193259,13.7,294926,2,32,34066,16,0,17,Clean,Vehicle,Loss,Basic,Yes,1
CLM043033,31,215072,12.0,189925,2,2,36790,0,2,21,Clean,Property,Medical,Basic,Yes,1
CLM043034,21,151136,13.5,85245,0,4,34573,16,1,15,Minor,Health,Accident,Premium,Yes,1
CLM043035,19,117557,13.0,176937,0,5,13352,5,0,27,Clean,Health,Loss,Standard,Yes,0
CLM043036,20,118464,2.8,245070,0,5,24978,12,2,6,Minor,Health,Theft,Premium,Yes,1
CLM043037,52,154569,1.1,293180,0,39,28330,4,1,8,Clean,Health,Accident,Basic,Yes,1
CLM043038,56,181240,16.9,134146,3,54,47821,17,3,7,Clean,Property,Loss,Standard,Yes,1
CLM043039,19,141222,3.8,228450,1,29,2577,13,0,18,Clean,Travel,Accident,Standard,Yes,1
CLM043040,49,21547,15.4,42025,1,10,20509,12,0,26,Frequent,Health,Theft,Premium,Yes,0
CLM043041,28,132645,18.9,50276,1,37,15506,0,0,13,Frequent,Vehicle,Theft,Standard,Yes,1
CLM043042,71,108555,17.6,69971,2,30,28567,17,1,2,Minor,Property,Theft,Standard,Yes,0
CLM043043,56,153403,9.1,283317,2,44,35931,4,1,22,Frequent,Property,Medical,Premium,Yes,1
CLM043044,31,112907,18.1,27910,2,29,40924,15,0,29,Clean,Travel,Theft,Standard,No,1
CLM043045,63,54299,2.9,59611,3,36,38735,8,1,28,Minor,Property,Theft,Standard,Yes,1
CLM043046,41,95841,1.5,142876,1,34,3465,16,0,30,Clean,Property,Medical,Standard,No,1
CLM043047,20,103098,6.9,151919,2,20,35289,15,0,26,Minor,Property,Theft,Standard,No,1
CLM043048,56,199593,6.2,98784,0,23,25145,5,2,27,Clean,Vehicle,Medical,Basic,Yes,0
CLM043049,56,62360,14.9,1247,1,11,39874,5,1,13,Frequent,Travel,Accident,Standard,Yes,1
CLM043050,36,31886,3.6,87955,1,57,43107,13,1,21,Clean,Life,Damage,Premium,Yes,1
CLM043051,52,137564,9.9,244152,0,58,46756,16,2,4,Clean,Health,Loss,Basic,Yes,1
CLM043052,60,66881,10.8,61250,1,17,47711,14,0,29,Clean,Life,Accident,Basic,Yes,0
CLM043053,20,92209,9.0,48805,2,38,49986,1,0,8,Clean,Travel,Theft,Basic,Yes,0
CLM043054,72,26506,3.0,63245,1,29,6538,12,2,8,Minor,Health,Accident,Standard,Yes,0
CLM043055,77,200008,18.8,131221,1,18,13172,14,3,16,Clean,Life,Damage,Standard,Yes,1
CLM043056,59,56144,19.2,102137,1,4,15951,17,0,20,Clean,Life,Loss,Standard,Yes,0
CLM043057,28,210615,6.4,81756,0,16,44319,18,4,11,Clean,Travel,Accident,Premium,Yes,0
CLM043058,32,179622,17.2,79736,1,50,27652,16,1,30,Clean,Life,Loss,Basic,No,1
CLM043059,20,182162,16.9,72121,1,33,12729,11,1,16,Minor,Property,Accident,Standard,Yes,1
CLM043060,79,90244,10.0,114774,0,13,37619,3,1,12,Frequent,Property,Medical,Standard,No,0
CLM043061,71,152434,8.7,110708,2,34,35835,13,0,29,Clean,Health,Loss,Standard,Yes,1
CLM043062,22,44359,18.4,175270,1,16,41008,7,1,18,Clean,Life,Accident,Standard,No,1
CLM043063,50,112532,9.7,234289,1,56,45130,8,1,21,Frequent,Life,Medical,Standard,Yes,1
CLM043064,54,108681,4.9,109413,1,47,38980,4,0,7,Clean,Life,Medical,Premium,Yes,1
CLM043065,61,155438,2.1,24426,1,48,40693,13,5,1,Clean,Life,Damage,Premium,No,1
CLM043066,61,172946,19.4,77567,5,54,9760,18,2,11,Clean,Property,Theft,Standard,No,1
CLM043067,61,38150,10.6,284670,4,26,23265,18,0,0,Minor,Vehicle,Theft,Basic,Yes,0
CLM043068,25,36653,16.7,159635,0,44,48857,15,1,20,Clean,Vehicle,Theft,Standard,No,1
CLM043069,57,226274,19.1,171710,0,37,41469,11,0,21,Minor,Health,Accident,Premium,No,1
CLM043070,45,212747,7.7,80582,0,10,14108,11,0,23,Clean,Vehicle,Damage,Premium,Yes,0
CLM043071,24,205446,11.8,258873,0,30,43204,0,2,14,Clean,Health,Loss,Basic,Yes,1
CLM043072,72,64469,0.4,149344,1,6,20611,3,2,4,Clean,Travel,Theft,Basic,Yes,0
CLM043073,43,132817,12.8,22699,0,19,2590,16,1,18,Frequent,Vehicle,Theft,Basic,No,0
CLM043074,20,48707,9.3,193274,1,46,29603,16,2,21,Minor,Property,Damage,Standard,No,1
CLM043075,78,189879,7.8,167580,0,51,15566,0,1,10,Minor,Health,Medical,Standard,Yes,1
CLM043076,44,43047,2.4,279765,2,16,20029,18,0,28,Minor,Travel,Theft,Premium,Yes,1
CLM043077,30,136290,1.3,12638,1,15,46568,14,1,4,Clean,Life,Accident,Basic,Yes,0
CLM043078,70,153125,12.5,30593,1,1,34907,8,1,21,Clean,Travel,Medical,Standard,Yes,0
CLM043079,67,194613,2.5,225063,0,56,19596,2,0,18,Clean,Travel,Accident,Standard,No,1
CLM043080,44,204980,2.4,254083,0,29,36312,5,2,8,Frequent,Travel,Theft,Basic,Yes,1
CLM043081,78,43054,9.3,254681,0,56,28887,6,2,11,Clean,Property,Damage,Premium,Yes,1
CLM043082,50,230082,1.2,30412,3,9,29817,3,0,23,Clean,Life,Damage,Premium,Yes,0
CLM043083,22,104950,16.7,193898,0,16,29173,2,1,12,Clean,Life,Medical,Standard,Yes,0
CLM043084,28,114456,9.7,32506,0,40,31030,2,0,24,Minor,Property,Theft,Basic,Yes,0
CLM043085,79,215933,17.4,134809,0,43,11885,10,1,10,Minor,Property,Loss,Standard,Yes,0
CLM043086,35,179838,13.9,116754,0,47,34010,12,0,23,Clean,Vehicle,Damage,Premium,Yes,1
